ticker,date,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Preferred Stock Dividend Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Long Term Debt Payments,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Unrealized Gain Loss On Investment Securities,Amortization Of Securities,Depreciation And Amortization,Operating Gains Losses,Gain Loss On Investment Securities,Net Income From Continuing Operations,Net Long Term Debt Issuance,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Capital Expenditure Reported,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Issuance Of Capital Stock,Common Stock Issuance,Net Short Term Debt Issuance,Dividends Received Cfi,Change In Other Current Liabilities,Change In Other Current Assets,Issuance Of Debt,Short Term Debt Payments,Long Term Debt Issuance,Dividend Received Cfo,Earnings Losses From Equity Investments,Gain Loss On Sale Of Business,Short Term Debt Issuance,Change In Tax Payable,Change In Income Tax Payable,Sale Of PPE,Change In Prepaid Assets,Provisionand Write Offof Assets,Other Cash Adjustment Outside Changein Cash,Change In Accrued Expense,Change In Interest Payable,Pension And Employee Benefit Expense,Net Foreign Currency Exchange Gain Loss,Net Preferred Stock Issuance,Preferred Stock Issuance,Cash From Discontinued Operating Activities,Taxes Refund Paid,Interest Paid Cfo,Gain Loss On Sale Of PPE,Preferred Stock Payments,Sale Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Cash Flow From Discontinued Operation,Interest Received Cfi,Other Cash Adjustment Inside Changein Cash,Interest Paid Cff,Excess Tax Benefit From Stock Based Compensation,Depletion,Dividend Paid Cfo,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities
CBRE,2025-06-30,-17000000.0,-262000000.0,-603000000.0,-74000000.0,124000000.0,220000000.0,1532000000.0,1513000000.0,63000000.0,-44000000.0,-96000000.0,-96000000.0,-81000000.0,,,,,-262000000.0,-262000000.0,247000000.0,-735000000.0,-5000000.0,-5000000.0,179000000.0,,,,43000000.0,,43000000.0,,,57000000.0,57000000.0,-415000000.0,-178000000.0,-374000000.0,,-39000000.0,,,285000000.0,-56000000.0,,240000000.0,354000000.0,,,-74000000.0,137000000.0,65000000.0,65000000.0,,42000000.0,,0.0,0.0,285000000.0,,,,,,-107000000.0,,,,850000000.0,,1089000000.0,,18000000.0,,-239000000.0,,,,,,,72000000.0,,,,,,,,,,,,,,-68000000.0,,-68000000.0,,,,,,,,,,,,,
CBRE,2025-03-31,-610000000.0,-418000000.0,-165000000.0,-64000000.0,102000000.0,131000000.0,1513000000.0,1221000000.0,44000000.0,248000000.0,1256000000.0,1256000000.0,-167000000.0,,,,,-418000000.0,-418000000.0,1841000000.0,-33000000.0,-462000000.0,-462000000.0,22000000.0,,,,-354000000.0,,-354000000.0,,,-546000000.0,-546000000.0,-969000000.0,-76000000.0,207000000.0,,53000000.0,,,177000000.0,-16000000.0,,191000000.0,552000000.0,,,-64000000.0,-1100000000.0,-241000000.0,-241000000.0,,21000000.0,,-3000000.0,-3000000.0,177000000.0,,,,,,1289000000.0,,,,2006000000.0,-132000000.0,585000000.0,,-16000000.0,,1421000000.0,,,,,,,-859000000.0,,,,,,,,,,,,,,-66000000.0,,-66000000.0,,,,,,,,,,,,,
CBRE,2024-12-31,1247000000.0,-517000000.0,-1520000000.0,-93000000.0,89000000.0,116000000.0,1221000000.0,1157000000.0,-108000000.0,172000000.0,-1148000000.0,-1148000000.0,-195000000.0,,,,,-517000000.0,-517000000.0,-436000000.0,-9000000.0,-20000000.0,-20000000.0,19000000.0,,,,-41000000.0,,-41000000.0,,,1340000000.0,1340000000.0,912000000.0,880000000.0,-438000000.0,,-179000000.0,,,177000000.0,-178000000.0,-132000000.0,501000000.0,115000000.0,,,-93000000.0,470000000.0,-241000000.0,-241000000.0,,34000000.0,,-3000000.0,-3000000.0,177000000.0,,,,,,-551000000.0,43000000.0,,,1084000000.0,-1511000000.0,124000000.0,89000000.0,-58000000.0,,960000000.0,,,,,,,-859000000.0,,,,,,,,,,,,,,52000000.0,229000000.0,-177000000.0,,,,,,,,,,,,,
CBRE,2024-09-30,494000000.0,-63000000.0,-965000000.0,-79000000.0,137000000.0,107000000.0,1157000000.0,1033000000.0,53000000.0,71000000.0,-315000000.0,-315000000.0,-46000000.0,,,,,-63000000.0,-63000000.0,-206000000.0,1565000000.0,-187000000.0,-187000000.0,-48000000.0,,,,-111000000.0,,-111000000.0,,,573000000.0,573000000.0,182000000.0,-529000000.0,-209000000.0,,-154000000.0,,,86000000.0,42000000.0,-8000000.0,245000000.0,-889000000.0,,,-79000000.0,920000000.0,132000000.0,132000000.0,,43000000.0,,-3000000.0,-3000000.0,86000000.0,,,,,,683000000.0,19000000.0,,,759000000.0,-965000000.0,-2454000000.0,13000000.0,4000000.0,,3213000000.0,,,,,7000000.0,,-859000000.0,,,,,,,,,48000000.0,,,,,-70000000.0,0.0,-76000000.0,,,,,,,,,,,,,
CBRE,2024-06-30,220000000.0,-47000000.0,-1315000000.0,-67000000.0,70000000.0,154000000.0,1033000000.0,1127000000.0,-24000000.0,-70000000.0,50000000.0,50000000.0,-23000000.0,,,,,-47000000.0,-47000000.0,120000000.0,-1565000000.0,-407000000.0,-407000000.0,50000000.0,,,,-240000000.0,,-240000000.0,,,287000000.0,287000000.0,-49000000.0,-110000000.0,-122000000.0,,-34000000.0,,,253000000.0,-45000000.0,16000000.0,142000000.0,940000000.0,,,-67000000.0,183000000.0,147000000.0,147000000.0,,39000000.0,,-19000000.0,-19000000.0,253000000.0,,,,,,-820000000.0,7000000.0,,,1435000000.0,-1315000000.0,2505000000.0,8000000.0,15000000.0,,-1070000000.0,,,,,6000000.0,,36000000.0,,,,,,,,,48000000.0,,,,,-77000000.0,0.0,-77000000.0,,,,,,,,,,,,,
CBRE,2024-03-31,220000000.0,-47000000.0,-1315000000.0,-67000000.0,70000000.0,154000000.0,1033000000.0,1127000000.0,-24000000.0,-70000000.0,50000000.0,50000000.0,-23000000.0,,,,,-47000000.0,-47000000.0,120000000.0,-1565000000.0,-407000000.0,-407000000.0,50000000.0,,,,-240000000.0,,-240000000.0,,,287000000.0,287000000.0,-49000000.0,-110000000.0,-122000000.0,,-34000000.0,,,253000000.0,-45000000.0,-18000000.0,142000000.0,940000000.0,,,-67000000.0,183000000.0,-211000000.0,-211000000.0,,39000000.0,,-51000000.0,-51000000.0,253000000.0,,,,,,-820000000.0,22000000.0,,,1435000000.0,-250000000.0,2505000000.0,22000000.0,15000000.0,,-1070000000.0,,,,,3000000.0,,-824000000.0,,,,,,,,,48000000.0,,,,,-77000000.0,0.0,-77000000.0,,,,,,,,,,,,,
CBRE,2023-12-31,220000000.0,-47000000.0,-1315000000.0,-67000000.0,70000000.0,154000000.0,1033000000.0,1127000000.0,-24000000.0,-70000000.0,50000000.0,50000000.0,-23000000.0,,,,,-47000000.0,-47000000.0,120000000.0,-1565000000.0,-407000000.0,-407000000.0,50000000.0,0.0,,0.0,-240000000.0,,-240000000.0,,,287000000.0,287000000.0,-49000000.0,-110000000.0,-122000000.0,,-34000000.0,,,253000000.0,-45000000.0,-2243000.0,142000000.0,940000000.0,,,-67000000.0,183000000.0,-211000000.0,-211000000.0,81269000.0,39000000.0,0.0,-51000000.0,-51000000.0,253000000.0,,,,,,-820000000.0,26127000.0,-328279000.0,,1435000000.0,-250000000.0,2505000000.0,67114000.0,15000000.0,,-1070000000.0,,,,,3299000.0,,-824000000.0,,,,,,,,,48000000.0,,,,,-77000000.0,21401000.0,-77000000.0,,,,,,,,,,,,,
ESS,2025-06-30,179593000.0,,-2075020000.0,-36536000.0,,,67884000.0,107862000.0,,-39978000.0,-203330000.0,-203330000.0,-10654000.0,2902000.0,-165438000.0,,-165438000.0,,,-30140000.0,-2075020000.0,-52777000.0,-52777000.0,10728000.0,-3587000.0,175000.0,-3762000.0,-4793000.0,,-4793000.0,,,216129000.0,216129000.0,-46380000.0,,,,-782000.0,,,151501000.0,-137643000.0,-128666000.0,231526000.0,-30140000.0,,,-36536000.0,-44742000.0,-44742000.0,-44742000.0,,2244000.0,,,,151501000.0,,,,,,,10000000.0,-650000.0,,2044880000.0,,2044880000.0,15649000.0,-8977000.0,0.0,,,,,-988000.0,14000.0,,,,,,,,,,,,,,,,-28589000.0,238158000.0,-266747000.0,,,,,,,,,,,,,
ESS,2025-03-31,253589000.0,,-759204000.0,-27914000.0,61250000.0,,107862000.0,75846000.0,,32016000.0,17826000.0,17826000.0,-20825000.0,6028000.0,-157486000.0,,-157486000.0,,,190109000.0,-759204000.0,-267313000.0,-267313000.0,1944000.0,-6293000.0,13000.0,-6306000.0,-3934000.0,,-3934000.0,,,281503000.0,281503000.0,27334000.0,,,,-1844000.0,,,151287000.0,-123716000.0,-110939000.0,212778000.0,190109000.0,,,-27914000.0,25385000.0,25385000.0,25385000.0,,1958000.0,,,,151287000.0,,,,,,,8000000.0,-1047000.0,,949313000.0,,949313000.0,13709000.0,-13209000.0,-330000.0,,,,,2996000.0,-3000.0,,,,,,,,,,,,,,,,-239116000.0,125997000.0,-365113000.0,,,,,,,,,,,,,
ESS,2024-12-31,179464000.0,-296000.0,-485480000.0,-38860000.0,58831000.0,,75846000.0,80263000.0,,-4417000.0,-93386000.0,-93386000.0,-64862000.0,0.0,-157495000.0,,-157495000.0,-296000.0,-296000.0,129267000.0,-485480000.0,-129355000.0,-129355000.0,-71249000.0,3151000.0,3725000.0,-574000.0,-29096000.0,,-29096000.0,,,218324000.0,218324000.0,-31419000.0,,,,-1432000.0,,,148435000.0,-228470000.0,-173285000.0,301693000.0,129267000.0,,,-38860000.0,-40080000.0,-40080000.0,-40080000.0,,1808000.0,,,,148435000.0,,,,,,,34003000.0,-175000.0,,614747000.0,,614747000.0,27772000.0,-14539000.0,-40646000.0,,,,,8836000.0,-63000.0,,,,,,,,,,,,,,,,-27304000.0,247286000.0,-274590000.0,,,,,,,,,,,,,
ESS,2024-09-30,279646000.0,0.0,-628462000.0,-36553000.0,56143000.0,,80263000.0,64151000.0,,16112000.0,-78713000.0,-78713000.0,-16207000.0,11351000.0,-157311000.0,,-157311000.0,0.0,0.0,83454000.0,-628462000.0,-221374000.0,-221374000.0,24797000.0,14743000.0,14836000.0,-93000.0,-1173000.0,,-1173000.0,,,316199000.0,316199000.0,78967000.0,,,,-1035000.0,,,146439000.0,-48929000.0,-5697000.0,125487000.0,83454000.0,,,-36553000.0,59909000.0,59909000.0,59909000.0,,1849000.0,,,,146439000.0,,,,,,,0.0,349000.0,,711916000.0,,711916000.0,13603000.0,-11649000.0,-31583000.0,,,,,18709000.0,-182000.0,,,,,,,,,,,,,,,,-223188000.0,0.0,-223188000.0,,,,,,,,,,,,,
ESS,2024-06-30,184333000.0,8000.0,-817936000.0,-34594000.0,50005000.0,,64151000.0,507870000.0,,-443719000.0,-437767000.0,-437767000.0,-9056000.0,0.0,-157331000.0,,-157331000.0,8000.0,8000.0,-271380000.0,-817936000.0,-224879000.0,-224879000.0,-55622000.0,8601000.0,8773000.0,-172000.0,-1730000.0,,-1730000.0,,,218927000.0,218927000.0,-27081000.0,,,,-1683000.0,,,145613000.0,-11249000.0,-1597000.0,98986000.0,-271380000.0,,,-34594000.0,-33776000.0,-33776000.0,-33776000.0,,1909000.0,,,,145613000.0,,,,,,,6500000.0,740000.0,,546556000.0,,546556000.0,12413000.0,-9652000.0,0.0,,,,,5955000.0,19000.0,,,,,,,,,,,,,,,,-148034000.0,0.0,-148034000.0,,,,,,,,,,,,,
ESS,2024-03-31,184333000.0,-8000.0,-817936000.0,-34594000.0,58241000.0,,64151000.0,507870000.0,,-443719000.0,-437767000.0,-437767000.0,-9056000.0,0.0,-157331000.0,,-157331000.0,-8000.0,-8000.0,-271380000.0,-817936000.0,-224879000.0,-224879000.0,-55622000.0,8601000.0,8773000.0,-172000.0,-1730000.0,,-1730000.0,,,218927000.0,218927000.0,-27081000.0,,,,-1683000.0,,,145613000.0,-11249000.0,-1597000.0,98986000.0,-271380000.0,,,-34594000.0,-33776000.0,-33776000.0,-33776000.0,,1909000.0,,,,145613000.0,,,,,,0.0,6500000.0,740000.0,,546556000.0,0.0,546556000.0,12413000.0,-9652000.0,0.0,0.0,,,,5955000.0,19000.0,,,,,,,,,,,,,,,,-148034000.0,0.0,-148034000.0,,,,,,,,,,,,,
ESS,2023-12-31,184333000.0,-116000.0,-817936000.0,-34594000.0,58241000.0,,64151000.0,507870000.0,,-443719000.0,-437767000.0,-437767000.0,-9056000.0,0.0,-157331000.0,,-157331000.0,-116000.0,-116000.0,-271380000.0,-817936000.0,-224879000.0,-224879000.0,-55622000.0,8601000.0,8773000.0,-172000.0,-1730000.0,,-1730000.0,,,218927000.0,218927000.0,-27081000.0,,,,-1683000.0,,,145613000.0,-11249000.0,-1597000.0,98986000.0,-271380000.0,,,-34594000.0,-33776000.0,-33776000.0,-33776000.0,,1909000.0,,,,145613000.0,,,,,,0.0,6500000.0,740000.0,,546556000.0,-25000.0,546556000.0,12413000.0,-9652000.0,0.0,25000.0,,,,5955000.0,19000.0,,,,,,,,,,,,,,,,-148034000.0,0.0,-148034000.0,,,,,,,,,,,,,
CSX,2025-06-30,-141000000.0,-421000000.0,-1000000.0,-776000000.0,,,387000000.0,1139000000.0,,-752000000.0,-580000000.0,-580000000.0,85000000.0,,-243000000.0,,-243000000.0,-421000000.0,-421000000.0,-1000000.0,-1000000.0,-807000000.0,-807000000.0,-45000000.0,2000000.0,2000000.0,,-14000000.0,,-14000000.0,-750000000.0,-776000000.0,635000000.0,635000000.0,-561000000.0,,-27000000.0,-27000000.0,-46000000.0,,,427000000.0,,,829000000.0,-1000000.0,,,,-608000000.0,-608000000.0,-71000000.0,,,,-14000000.0,-14000000.0,427000000.0,,,,,,,,53000000.0,21000000.0,0.0,,0.0,,,,,-537000000.0,-537000000.0,26000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSX,2025-03-31,536000000.0,-751000000.0,-2000000.0,-719000000.0,,,1139000000.0,933000000.0,,206000000.0,-402000000.0,-402000000.0,-4000000.0,,-245000000.0,,-245000000.0,-751000000.0,-751000000.0,598000000.0,-2000000.0,-647000000.0,-647000000.0,-18000000.0,67000000.0,67000000.0,,0.0,,0.0,-696000000.0,-719000000.0,1255000000.0,1255000000.0,175000000.0,,-9000000.0,-9000000.0,-4000000.0,,,425000000.0,,,646000000.0,598000000.0,,,,264000000.0,264000000.0,89000000.0,,,,13000000.0,13000000.0,425000000.0,,,,,,,,-46000000.0,-34000000.0,600000000.0,,600000000.0,,,,,175000000.0,175000000.0,23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSX,2024-12-31,550000000.0,-1025000000.0,-2000000.0,-838000000.0,,,933000000.0,1644000000.0,,-711000000.0,-1216000000.0,-1216000000.0,41000000.0,,-230000000.0,,-245000000.0,-1025000000.0,-1025000000.0,-2000000.0,-2000000.0,-883000000.0,-883000000.0,-3000000.0,-56000000.0,10000000.0,-66000000.0,-2000000.0,,-2000000.0,-822000000.0,-838000000.0,1388000000.0,1388000000.0,164000000.0,,75000000.0,75000000.0,-29000000.0,,,422000000.0,-3000000.0,,733000000.0,-2000000.0,,,,67000000.0,67000000.0,-62000000.0,,,,-7000000.0,-7000000.0,422000000.0,,,,,,,,4000000.0,18000000.0,0.0,,0.0,,,,,129000000.0,129000000.0,16000000.0,,,,,,,,,,,,,-3000000.0,,,,,,,,,,,,,,,,,,,,
CSX,2024-09-30,1061000000.0,-402000000.0,-552000000.0,-625000000.0,,,1644000000.0,1238000000.0,,406000000.0,-606000000.0,-606000000.0,30000000.0,,-232000000.0,,-232000000.0,-402000000.0,-402000000.0,-2000000.0,-552000000.0,-674000000.0,-674000000.0,-38000000.0,0.0,0.0,0.0,-18000000.0,,-18000000.0,-618000000.0,-625000000.0,1686000000.0,1686000000.0,395000000.0,,26000000.0,26000000.0,-16000000.0,,,416000000.0,1000000.0,,894000000.0,-2000000.0,,,,354000000.0,354000000.0,99000000.0,,,,5000000.0,5000000.0,416000000.0,,,,,,,,13000000.0,2000000.0,550000000.0,,550000000.0,,,,,255000000.0,255000000.0,7000000.0,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,
CSX,2024-06-30,558000000.0,-563000000.0,-2000000.0,-549000000.0,,,1238000000.0,1483000000.0,,-245000000.0,-790000000.0,-790000000.0,8000000.0,,-233000000.0,,-233000000.0,-563000000.0,-563000000.0,-2000000.0,-2000000.0,-562000000.0,-562000000.0,-21000000.0,0.0,0.0,0.0,-24000000.0,,-24000000.0,-517000000.0,-549000000.0,1107000000.0,1107000000.0,-271000000.0,,-24000000.0,-24000000.0,-2000000.0,,,410000000.0,-8000000.0,,963000000.0,-2000000.0,,,,-374000000.0,-374000000.0,-114000000.0,,,,7000000.0,7000000.0,410000000.0,,,,,,,,73000000.0,54000000.0,0.0,,0.0,,,,,-260000000.0,-260000000.0,32000000.0,,,,,,,,,,,,,-8000000.0,,,,,,,,,,,,,,,,,,,,
CSX,2024-03-31,558000000.0,-563000000.0,-2000000.0,-549000000.0,,,1238000000.0,1483000000.0,,-245000000.0,-790000000.0,-790000000.0,8000000.0,,-233000000.0,,-235000000.0,-563000000.0,-563000000.0,-2000000.0,-2000000.0,-562000000.0,-562000000.0,-21000000.0,0.0,0.0,0.0,-24000000.0,,-24000000.0,-517000000.0,-549000000.0,1107000000.0,1107000000.0,-271000000.0,,-24000000.0,-24000000.0,-2000000.0,,,410000000.0,-1000000.0,,963000000.0,-2000000.0,,,,-374000000.0,-374000000.0,-114000000.0,,,,7000000.0,7000000.0,410000000.0,,,,,,,,73000000.0,54000000.0,0.0,,0.0,,,,,-260000000.0,-260000000.0,32000000.0,,,,,,,,,,,,,-1000000.0,,,,,,,,,,,,,,,,,,,,
CSX,2023-12-31,558000000.0,-563000000.0,-2000000.0,-549000000.0,,,1238000000.0,1483000000.0,,-245000000.0,-790000000.0,-790000000.0,8000000.0,,-233000000.0,,-235000000.0,-563000000.0,-563000000.0,-2000000.0,-2000000.0,-562000000.0,-562000000.0,-21000000.0,0.0,0.0,-1000000.0,-24000000.0,,-24000000.0,-517000000.0,-549000000.0,1107000000.0,1107000000.0,-271000000.0,,-24000000.0,-24000000.0,-2000000.0,,,410000000.0,-8000000.0,,963000000.0,-2000000.0,,,,-374000000.0,-374000000.0,-114000000.0,,,,7000000.0,7000000.0,410000000.0,,,,,,,,73000000.0,54000000.0,0.0,,0.0,,,,,-260000000.0,-260000000.0,32000000.0,,,,,,,,,,,,,-8000000.0,,,,,,,,,,,,,,,,,,,,
MRK,2025-06-30,2529000000.0,-1345000000.0,0.0,-764000000.0,,,8073000000.0,8732000000.0,374000000.0,-1033000000.0,-3556000000.0,-3556000000.0,-194000000.0,12000000.0,-2077000000.0,,-2077000000.0,-1345000000.0,-1345000000.0,48000000.0,0.0,-770000000.0,-770000000.0,5000000.0,-11000000.0,601000000.0,-612000000.0,0.0,,0.0,,,3293000000.0,3293000000.0,-2259000000.0,,,,335000000.0,,,1119000000.0,-99000000.0,-99000000.0,4429000000.0,0.0,,,-764000000.0,,,,,216000000.0,,-448000000.0,-448000000.0,1119000000.0,601000000.0,601000000.0,518000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRK,2025-03-31,1172000000.0,-1164000000.0,-2500000000.0,-1328000000.0,,,8732000000.0,13318000000.0,156000000.0,-4742000000.0,-5755000000.0,-5755000000.0,-60000000.0,19000000.0,-2050000000.0,,-2050000000.0,-1164000000.0,-1164000000.0,-2500000000.0,-2500000000.0,-1487000000.0,-1487000000.0,-20000000.0,-139000000.0,456000000.0,-595000000.0,0.0,,0.0,,,2500000000.0,2500000000.0,-3712000000.0,,,,109000000.0,,,1099000000.0,-90000000.0,-90000000.0,5085000000.0,-2500000000.0,,,-1328000000.0,,,,,195000000.0,,-186000000.0,-186000000.0,1099000000.0,597000000.0,597000000.0,502000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRK,2024-12-31,2513000000.0,-489000000.0,-539000000.0,-937000000.0,,,13318000000.0,14688000000.0,-367000000.0,-1003000000.0,-3009000000.0,-3009000000.0,-42000000.0,12000000.0,-1951000000.0,,-1951000000.0,-489000000.0,-489000000.0,-539000000.0,-539000000.0,-1444000000.0,-1444000000.0,-57000000.0,-448000000.0,7000000.0,-455000000.0,-2000000.0,,-2000000.0,,,3450000000.0,3450000000.0,-1855000000.0,,,,599000000.0,,,1197000000.0,155000000.0,155000000.0,3744000000.0,-539000000.0,,,-937000000.0,,,,,187000000.0,,-616000000.0,-616000000.0,1197000000.0,675000000.0,675000000.0,522000000.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRK,2024-09-30,8508000000.0,-444000000.0,0.0,-783000000.0,,,14688000000.0,11373000000.0,294000000.0,3021000000.0,-2425000000.0,-2425000000.0,-32000000.0,5000000.0,-1953000000.0,,-1953000000.0,-444000000.0,-444000000.0,-1000000.0,0.0,-3845000000.0,-3845000000.0,233000000.0,50000000.0,50000000.0,0.0,-3345000000.0,,-3345000000.0,,,9291000000.0,9291000000.0,2582000000.0,,,,2537000000.0,,,1186000000.0,31000000.0,31000000.0,3161000000.0,-1000000.0,,,-783000000.0,,,,,195000000.0,,-401000000.0,-401000000.0,1186000000.0,633000000.0,633000000.0,553000000.0,,,,,,,-1000000.0,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRK,2024-06-30,4846000000.0,-251000000.0,0.0,-791000000.0,,,11373000000.0,5671000000.0,-82000000.0,5784000000.0,1216000000.0,1216000000.0,-220000000.0,73000000.0,-1986000000.0,,-1986000000.0,-251000000.0,-251000000.0,3600000000.0,0.0,-1069000000.0,-1069000000.0,-289000000.0,11000000.0,60000000.0,-49000000.0,0.0,,0.0,,,5637000000.0,5637000000.0,-1012000000.0,,,,91000000.0,,,1132000000.0,-57000000.0,-57000000.0,5461000000.0,3600000000.0,,,-791000000.0,,,,,203000000.0,,-181000000.0,-181000000.0,1132000000.0,614000000.0,614000000.0,518000000.0,,,,,,,-1000000.0,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRK,2023-12-31,4846000000.0,-251000000.0,0.0,-791000000.0,,,11373000000.0,5671000000.0,-82000000.0,5784000000.0,1216000000.0,1216000000.0,-220000000.0,73000000.0,-1986000000.0,,-1986000000.0,-251000000.0,-251000000.0,3600000000.0,0.0,-1069000000.0,-1069000000.0,-289000000.0,11000000.0,60000000.0,-49000000.0,0.0,,0.0,,,5637000000.0,5637000000.0,-1012000000.0,,,,91000000.0,,,1132000000.0,-57000000.0,-57000000.0,5461000000.0,3600000000.0,,,-791000000.0,,,,,203000000.0,779000000.0,-181000000.0,-181000000.0,1132000000.0,614000000.0,614000000.0,518000000.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIS,2025-05-31,391400000.0,-301000000.0,-800000000.0,-220200000.0,,,363900000.0,521300000.0,17700000.0,-175100000.0,-570400000.0,-570400000.0,-268700000.0,4600000.0,-330300000.0,,-330300000.0,-301000000.0,-301000000.0,325000000.0,-800000000.0,-216300000.0,-216300000.0,-900000.0,,,,4700000.0,6700000.0,-2000000.0,-220100000.0,-220200000.0,611600000.0,611600000.0,136600000.0,,16700000.0,,100500000.0,,,135600000.0,6000000.0,,302000000.0,54900000.0,,,,223400000.0,223400000.0,223400000.0,-78000000.0,24600000.0,,-107400000.0,-107400000.0,135600000.0,,,,,,270100000.0,,33300000.0,,854900000.0,,854900000.0,13700000.0,6000000.0,0.0,,,,100000.0,-58800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIS,2025-02-28,428000000.0,-301500000.0,-500000000.0,-103900000.0,,,521300000.0,2292800000.0,1100000.0,-1772600000.0,-1031800000.0,-1031800000.0,-45000000.0,4600000.0,-332600000.0,,-332600000.0,-301500000.0,-301500000.0,-357300000.0,-500000000.0,-1272700000.0,-1272700000.0,-1100000.0,,,,-1167800000.0,241800000.0,-1409600000.0,-103800000.0,-103900000.0,531900000.0,531900000.0,-116500000.0,,13600000.0,,-32900000.0,,,134300000.0,-110300000.0,,631000000.0,-500000000.0,,,,-403100000.0,-403100000.0,-403100000.0,229000000.0,20500000.0,,-2000000.0,-2000000.0,134300000.0,,,,,,142700000.0,,-12200000.0,,0.0,,0.0,7800000.0,-14400000.0,0.0,,,,100000.0,56200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIS,2024-11-30,989600000.0,-300400000.0,-500000000.0,-160900000.0,,,2292800000.0,468100000.0,-19400000.0,1844100000.0,851500000.0,851500000.0,-50800000.0,24400000.0,-338000000.0,,-338000000.0,-300400000.0,-300400000.0,1516300000.0,-500000000.0,-157900000.0,-157900000.0,-3900000.0,,,,6600000.0,241800000.0,0.0,-160600000.0,-160900000.0,1150500000.0,1150500000.0,279900000.0,,36300000.0,,-29800000.0,,,129500000.0,-30000000.0,,802300000.0,-500000000.0,,,,342800000.0,342800000.0,342800000.0,-73800000.0,26300000.0,,-27700000.0,-27700000.0,129500000.0,,,,,,16300000.0,,-49100000.0,,0.0,,0.0,0.0,-30000000.0,0.0,,,,300000.0,23700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIS,2024-08-31,483900000.0,-300000000.0,-500000000.0,-140300000.0,,,468100000.0,418000000.0,3300000.0,46800000.0,-429400000.0,-429400000.0,-39000000.0,9400000.0,-337800000.0,,-337800000.0,-300000000.0,-300000000.0,238000000.0,-500000000.0,-148000000.0,-148000000.0,-600000.0,,,,-7700000.0,241800000.0,-7700000.0,-139700000.0,-140300000.0,624200000.0,624200000.0,-107600000.0,,-145600000.0,,-31800000.0,,,139600000.0,-19200000.0,,583600000.0,-500000000.0,,,,-76400000.0,-76400000.0,-76400000.0,-95700000.0,20300000.0,,16200000.0,16200000.0,139600000.0,,,,,,238000000.0,,150400000.0,,0.0,,0.0,23100000.0,-19200000.0,0.0,,,,600000.0,59700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
